,datetime,temp,humidity,precip,preciptype,snowdepth,windgust,windspeed,sealevelpressure,solarradiation,solarenergy,uvindex,severerisk,conditions,year,rains
0,1980-01-01,49.6,97.9,0.01,0,0.0,0.0,14.3,1022.3,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
1,1980-01-02,46.1,95.67,0.0,0,0.0,0.0,9.5,1021.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
2,1980-01-03,45.2,94.65,0.0,0,0.0,0.0,10.3,1020.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
3,1980-01-04,45.9,95.21,0.01,0,0.0,0.0,8.6,1018.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
4,1980-01-05,48.2,93.28,0.0,0,0.0,0.0,8.4,1018.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
5,1980-01-06,49.3,91.56,0.0,0,0.0,0.0,7.1,1017.9,0.0,0.0,0.0,0.0,Overcast,1980,False
6,1980-01-07,46.9,96.76,0.0,0,0.0,0.0,8.5,1015.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
7,1980-01-08,49.0,94.05,0.02,0,0.0,0.0,6.6,1014.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
8,1980-01-09,51.7,95.07,0.63,0,0.0,0.0,15.6,1004.3,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
9,1980-01-10,47.9,73.12,0.13,0,0.0,0.0,15.9,1011.0,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
10,1980-01-11,48.5,95.9,1.19,0,0.0,0.0,25.1,1008.3,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
11,1980-01-12,61.4,86.56,0.47,0,0.0,0.0,26.8,1011.5,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
12,1980-01-13,60.3,91.09,0.74,0,0.0,0.0,19.8,1010.3,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
13,1980-01-14,57.0,87.27,0.64,0,0.0,0.0,16.6,1013.2,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
14,1980-01-15,52.2,89.73,0.15,0,0.0,0.0,13.5,1019.5,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
15,1980-01-16,54.7,92.61,0.29,0,0.0,0.0,23.7,1018.2,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
16,1980-01-17,52.6,93.58,0.44,0,0.0,0.0,8.9,1016.1,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
17,1980-01-18,46.2,58.8,0.02,0,0.0,0.0,26.0,1014.7,0.0,0.0,0.0,0.0,Rain,1980,True
18,1980-01-19,44.0,64.73,0.0,0,0.0,0.0,19.0,1020.4,0.0,0.0,0.0,0.0,Clear,1980,False
19,1980-01-20,42.3,82.23,0.0,0,0.0,0.0,8.6,1025.3,0.0,0.0,0.0,0.0,Clear,1980,False
20,1980-01-21,43.5,82.91,0.0,0,0.0,0.0,7.9,1022.2,0.0,0.0,0.0,0.0,Clear,1980,False
21,1980-01-22,44.7,87.65,0.0,0,0.0,0.0,5.7,1023.0,0.0,0.0,0.0,0.0,Clear,1980,False
22,1980-01-23,41.6,99.33,0.0,0,0.0,0.0,9.1,1025.8,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
23,1980-01-24,41.2,98.29,0.0,0,0.0,0.0,10.6,1020.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
24,1980-01-25,40.5,93.69,0.0,0,0.0,0.0,8.8,1012.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
25,1980-01-26,40.4,92.96,0.0,0,0.0,0.0,8.4,1013.7,0.0,0.0,0.0,0.0,Overcast,1980,False
26,1980-01-27,44.2,92.96,0.0,0,0.0,0.0,13.2,1013.1,0.0,0.0,0.0,0.0,Overcast,1980,False
27,1980-01-28,43.1,84.68,0.0,0,0.0,0.0,9.0,1009.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
28,1980-01-29,39.3,72.87,0.0,0,0.0,0.0,15.1,1010.3,0.0,0.0,0.0,0.0,Clear,1980,False
29,1980-01-30,41.1,63.68,0.0,0,0.0,0.0,10.3,1019.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
30,1980-01-31,43.5,76.84,0.0,0,0.0,0.0,8.0,1024.3,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
31,1980-02-01,46.2,80.31,0.0,0,0.0,0.0,10.1,1025.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
32,1980-02-02,47.2,91.02,0.0,0,0.0,0.0,6.6,1024.5,0.0,0.0,0.0,0.0,Overcast,1980,False
33,1980-02-03,47.9,95.11,0.0,0,0.0,0.0,11.9,1025.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
34,1980-02-04,48.0,93.51,0.0,0,0.0,0.0,8.2,1023.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
35,1980-02-05,48.0,93.36,0.03,0,0.0,0.0,8.5,1022.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
36,1980-02-06,52.3,76.26,0.0,0,0.0,0.0,20.9,1025.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
37,1980-02-07,51.9,51.85,0.0,0,0.0,0.0,26.2,1019.3,0.0,0.0,0.0,0.0,Clear,1980,False
38,1980-02-08,49.5,65.69,0.0,0,0.0,0.0,13.8,1017.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
39,1980-02-09,47.1,80.0,0.0,0,0.0,0.0,7.8,1022.6,0.0,0.0,0.0,0.0,Clear,1980,False
40,1980-02-10,48.8,79.15,0.0,0,0.0,0.0,7.2,1018.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
41,1980-02-11,47.3,84.03,0.0,0,0.0,0.0,5.0,1014.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
42,1980-02-12,47.8,80.46,0.0,0,0.0,0.0,8.1,1012.1,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
43,1980-02-13,49.6,74.69,0.03,0,0.0,0.0,12.7,1004.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
44,1980-02-14,49.8,98.55,0.52,0,0.0,0.0,10.3,1002.4,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
45,1980-02-15,54.9,91.5,0.71,0,0.0,0.0,24.3,1009.5,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
46,1980-02-16,54.7,90.48,0.65,0,0.0,0.0,27.1,1004.3,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
47,1980-02-17,55.6,94.08,0.63,0,0.0,0.0,33.8,1002.3,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
48,1980-02-18,57.8,86.27,0.45,0,0.0,0.0,25.5,1001.1,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
49,1980-02-19,55.2,88.16,1.05,0,0.0,0.0,20.5,999.3,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
50,1980-02-20,52.0,84.68,0.44,0,0.0,0.0,28.4,1005.8,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
51,1980-02-21,52.8,85.88,0.84,0,0.0,0.0,15.7,1008.6,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
52,1980-02-22,52.3,85.83,0.13,0,0.0,0.0,18.0,1019.6,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
53,1980-02-23,50.6,90.42,0.0,0,0.0,0.0,9.2,1022.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
54,1980-02-24,53.5,84.18,0.0,0,0.0,0.0,9.1,1023.2,0.0,0.0,0.0,0.0,Overcast,1980,False
55,1980-02-25,55.7,85.36,0.0,0,0.0,0.0,6.7,1023.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
56,1980-02-26,56.0,85.94,0.0,0,0.0,0.0,7.3,1020.2,0.0,0.0,0.0,0.0,Overcast,1980,False
57,1980-02-27,56.0,86.83,0.36,0,0.0,0.0,17.9,1014.3,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
58,1980-02-28,54.7,79.47,0.16,0,0.0,0.0,15.5,1021.0,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
59,1980-02-29,52.7,82.16,0.0,0,0.0,0.0,10.8,1020.4,0.0,0.0,0.0,0.0,Clear,1980,False
60,1980-03-01,50.0,89.04,0.0,0,0.0,0.0,6.2,1015.2,0.0,0.0,0.0,0.0,Overcast,1980,False
61,1980-03-02,52.6,94.29,0.46,0,0.0,0.0,11.5,1007.9,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
62,1980-03-03,52.7,91.14,0.27,0,0.0,0.0,15.0,1010.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
63,1980-03-04,51.8,82.36,0.0,0,0.0,0.0,13.6,1017.1,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
64,1980-03-05,51.1,87.61,0.47,0,0.0,0.0,18.0,1011.1,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
65,1980-03-06,48.6,85.28,0.52,0,0.0,0.0,11.0,1010.5,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
66,1980-03-07,49.5,80.21,0.0,0,0.0,0.0,9.6,1016.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
67,1980-03-08,50.6,77.1,0.0,0,0.0,0.0,10.8,1019.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
68,1980-03-09,52.3,75.11,0.0,0,0.0,0.0,10.5,1020.0,0.0,0.0,0.0,0.0,Clear,1980,False
69,1980-03-10,52.7,76.62,0.0,0,0.0,0.0,10.8,1014.4,0.0,0.0,0.0,0.0,Clear,1980,False
70,1980-03-11,52.9,67.53,0.0,0,0.0,0.0,18.1,1015.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
71,1980-03-12,47.4,65.67,0.0,0,0.0,0.0,10.7,1023.0,0.0,0.0,0.0,0.0,Clear,1980,False
72,1980-03-13,50.8,79.59,0.0,0,0.0,0.0,9.8,1020.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
73,1980-03-14,53.0,83.37,0.01,0,0.0,0.0,14.3,1017.0,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
74,1980-03-15,47.8,67.84,0.0,0,0.0,0.0,13.2,1021.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
75,1980-03-16,47.7,63.58,0.0,0,0.0,0.0,19.7,1023.5,0.0,0.0,0.0,0.0,Clear,1980,False
76,1980-03-17,46.7,84.6,0.0,0,0.0,0.0,16.9,1020.1,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
77,1980-03-18,50.8,59.76,0.0,0,0.0,0.0,25.7,1012.9,0.0,0.0,0.0,0.0,Clear,1980,False
78,1980-03-19,53.9,59.19,0.0,0,0.0,0.0,17.2,1017.4,0.0,0.0,0.0,0.0,Clear,1980,False
79,1980-03-20,54.5,63.24,0.0,0,0.0,0.0,15.1,1021.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
80,1980-03-21,51.7,63.43,0.0,0,0.0,0.0,18.6,1017.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
81,1980-03-22,58.0,52.13,0.0,0,0.0,0.0,21.6,1015.4,0.0,0.0,0.0,0.0,Clear,1980,False
82,1980-03-23,55.9,59.95,0.0,0,0.0,0.0,16.1,1016.7,0.0,0.0,0.0,0.0,Clear,1980,False
83,1980-03-24,54.2,48.13,0.0,0,0.0,0.0,21.8,1015.1,0.0,0.0,0.0,0.0,Clear,1980,False
84,1980-03-25,46.0,91.36,0.53,0,0.0,0.0,11.5,1013.2,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
85,1980-03-26,51.2,80.52,0.0,0,0.0,0.0,13.0,1016.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
86,1980-03-27,53.9,60.55,0.0,0,0.0,0.0,16.8,1018.5,0.0,0.0,0.0,0.0,Clear,1980,False
87,1980-03-28,57.6,46.38,0.0,0,0.0,0.0,17.2,1020.9,0.0,0.0,0.0,0.0,Clear,1980,False
88,1980-03-29,57.6,61.02,0.0,0,0.0,0.0,8.0,1021.9,0.0,0.0,0.0,0.0,Clear,1980,False
89,1980-03-30,56.1,44.0,0.0,0,0.0,0.0,30.2,1017.7,0.0,0.0,0.0,0.0,Clear,1980,False
90,1980-03-31,55.1,44.19,0.09,0,0.0,0.0,19.4,1014.0,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
91,1980-04-01,56.0,45.17,0.0,0,0.0,0.0,19.0,1010.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
92,1980-04-02,53.5,57.45,0.0,0,0.0,0.0,15.8,1014.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
93,1980-04-03,52.3,67.02,0.0,0,0.0,0.0,12.3,1020.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
94,1980-04-04,53.4,77.74,0.24,0,0.0,0.0,14.6,1016.5,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
95,1980-04-05,56.8,76.66,0.27,0,0.0,0.0,18.3,1014.6,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
96,1980-04-06,55.1,73.05,0.02,0,0.0,0.0,15.0,1023.1,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
97,1980-04-07,52.9,58.37,0.0,0,0.0,0.0,15.4,1025.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
98,1980-04-08,56.7,61.41,0.0,0,0.0,0.0,11.0,1023.3,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
99,1980-04-09,59.4,69.06,0.0,0,0.0,0.0,14.6,1021.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
100,1980-04-10,59.0,50.09,0.0,0,0.0,0.0,22.6,1019.0,0.0,0.0,0.0,0.0,Clear,1980,False
101,1980-04-11,64.5,41.22,0.0,0,0.0,0.0,20.4,1017.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
102,1980-04-12,63.4,51.56,0.0,0,0.0,0.0,10.0,1020.2,0.0,0.0,0.0,0.0,Clear,1980,False
103,1980-04-13,62.1,54.73,0.0,0,0.0,0.0,17.2,1017.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
104,1980-04-14,60.5,63.96,0.0,0,0.0,0.0,10.3,1020.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
105,1980-04-15,61.5,60.5,0.0,0,0.0,0.0,10.8,1019.3,0.0,0.0,0.0,0.0,Clear,1980,False
106,1980-04-16,66.0,59.23,0.0,0,0.0,0.0,7.2,1017.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
107,1980-04-17,63.6,58.46,0.0,0,0.0,0.0,14.6,1017.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
108,1980-04-18,62.2,61.9,0.0,0,0.0,0.0,14.8,1016.8,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
109,1980-04-19,65.0,65.0,0.0,0,0.0,0.0,14.6,1013.9,0.0,0.0,0.0,0.0,Clear,1980,False
110,1980-04-20,57.7,74.4,0.05,0,0.0,0.0,17.0,1012.8,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
111,1980-04-21,51.0,67.04,0.0,0,0.0,0.0,11.0,1013.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
112,1980-04-22,50.4,80.98,0.15,0,0.0,0.0,12.9,1014.2,0.0,0.0,0.0,0.0,"Rain, Overcast",1980,True
113,1980-04-23,54.4,81.03,0.0,0,0.0,0.0,13.7,1017.3,0.0,0.0,0.0,0.0,Overcast,1980,False
114,1980-04-24,59.7,71.08,0.0,0,0.0,0.0,11.4,1019.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
115,1980-04-25,61.1,63.96,0.0,0,0.0,0.0,13.7,1015.1,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
116,1980-04-26,61.3,59.62,0.0,0,0.0,0.0,13.2,1011.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
117,1980-04-27,67.7,58.82,0.0,0,0.0,0.0,12.7,1009.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
118,1980-04-28,63.1,67.77,0.0,0,0.0,0.0,24.1,1009.8,0.0,0.0,0.0,0.0,Overcast,1980,False
119,1980-04-29,61.8,71.28,0.0,0,0.0,0.0,16.1,1011.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
120,1980-04-30,65.1,55.95,0.0,0,0.0,0.0,14.5,1007.9,0.0,0.0,0.0,0.0,Clear,1980,False
121,1980-05-01,64.2,60.04,0.0,0,0.0,0.0,17.5,1012.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
122,1980-05-02,62.9,66.77,0.0,0,0.0,0.0,17.2,1016.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
123,1980-05-03,64.2,64.12,0.0,0,0.0,0.0,11.6,1015.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
124,1980-05-04,64.2,61.55,0.0,0,0.0,0.0,16.1,1014.7,0.0,0.0,0.0,0.0,Clear,1980,False
125,1980-05-05,63.3,60.87,0.0,0,0.0,0.0,17.3,1014.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
126,1980-05-06,60.5,64.39,0.0,0,0.0,0.0,12.4,1016.2,0.0,0.0,0.0,0.0,Clear,1980,False
127,1980-05-07,65.3,57.66,0.0,0,0.0,0.0,15.0,1012.6,0.0,0.0,0.0,0.0,Clear,1980,False
128,1980-05-08,59.1,68.0,0.0,0,0.0,0.0,17.0,1012.8,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
129,1980-05-09,53.6,83.92,0.26,0,0.0,0.0,20.3,1011.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
130,1980-05-10,52.8,69.16,0.19,0,0.0,0.0,13.8,1009.5,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
131,1980-05-11,57.2,70.58,0.0,0,0.0,0.0,14.7,1013.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
132,1980-05-12,59.5,69.32,0.0,0,0.0,0.0,12.6,1018.3,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
133,1980-05-13,59.1,75.63,0.0,0,0.0,0.0,12.6,1015.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
134,1980-05-14,61.1,69.62,0.0,0,0.0,0.0,14.4,1011.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
135,1980-05-15,61.4,66.24,0.0,0,0.0,0.0,14.1,1011.7,0.0,0.0,0.0,0.0,Clear,1980,False
136,1980-05-16,64.3,61.31,0.0,0,0.0,0.0,9.2,1014.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
137,1980-05-17,68.6,57.55,0.0,0,0.0,0.0,11.9,1014.5,0.0,0.0,0.0,0.0,Clear,1980,False
138,1980-05-18,70.3,58.85,0.0,0,0.0,0.0,10.0,1013.4,0.0,0.0,0.0,0.0,Clear,1980,False
139,1980-05-19,71.8,55.45,0.0,0,0.0,0.0,7.2,1011.8,0.0,0.0,0.0,0.0,Clear,1980,False
140,1980-05-20,76.3,52.24,0.0,0,0.0,0.0,12.1,1008.1,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
141,1980-05-21,66.3,64.03,0.0,0,0.0,0.0,17.3,1008.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
142,1980-05-22,61.7,58.55,0.0,0,0.0,0.0,18.3,1012.3,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
143,1980-05-23,56.0,50.67,0.02,0,0.0,0.0,15.5,1015.0,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
144,1980-05-24,55.0,59.02,0.0,0,0.0,0.0,14.3,1015.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
145,1980-05-25,57.2,60.75,0.0,0,0.0,0.0,10.3,1015.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
146,1980-05-26,59.7,58.37,0.0,0,0.0,0.0,11.7,1011.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
147,1980-05-27,60.0,64.57,0.0,0,0.0,0.0,16.5,1012.8,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
148,1980-05-28,59.1,66.78,0.0,0,0.0,0.0,15.1,1015.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
149,1980-05-29,62.1,64.06,0.0,0,0.0,0.0,12.0,1016.3,0.0,0.0,0.0,0.0,Clear,1980,False
150,1980-05-30,61.1,69.19,0.0,0,0.0,0.0,20.2,1011.8,0.0,0.0,0.0,0.0,Clear,1980,False
151,1980-05-31,63.2,66.6,0.0,0,0.0,0.0,13.2,1013.0,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
152,1980-06-01,61.8,71.61,0.0,0,0.0,0.0,19.9,1011.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
153,1980-06-02,61.8,60.91,0.0,0,0.0,0.0,17.2,1010.1,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
154,1980-06-03,60.0,58.14,0.0,0,0.0,0.0,19.0,1013.5,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
155,1980-06-04,59.9,67.85,0.03,0,0.0,0.0,18.5,1016.1,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
156,1980-06-05,59.8,64.26,0.0,0,0.0,0.0,15.0,1015.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
157,1980-06-06,60.8,60.56,0.0,0,0.0,0.0,18.3,1016.5,0.0,0.0,0.0,0.0,Clear,1980,False
158,1980-06-07,63.5,60.37,0.0,0,0.0,0.0,13.1,1018.9,0.0,0.0,0.0,0.0,Clear,1980,False
159,1980-06-08,66.6,60.0,0.0,0,0.0,0.0,13.4,1019.3,0.0,0.0,0.0,0.0,Clear,1980,False
160,1980-06-09,68.3,59.4,0.0,0,0.0,0.0,16.1,1015.4,0.0,0.0,0.0,0.0,Clear,1980,False
161,1980-06-10,65.6,56.91,0.0,0,0.0,0.0,19.0,1012.2,0.0,0.0,0.0,0.0,Clear,1980,False
162,1980-06-11,61.8,63.84,0.0,0,0.0,0.0,18.3,1015.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
163,1980-06-12,61.3,64.16,0.0,0,0.0,0.0,16.2,1019.3,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
164,1980-06-13,62.2,64.96,0.0,0,0.0,0.0,14.5,1017.4,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
165,1980-06-14,65.9,61.68,0.0,0,0.0,0.0,11.0,1018.3,0.0,0.0,0.0,0.0,Clear,1980,False
166,1980-06-15,71.2,52.8,0.0,0,0.0,0.0,14.4,1016.6,0.0,0.0,0.0,0.0,Clear,1980,False
167,1980-06-16,72.6,53.45,0.0,0,0.0,0.0,11.8,1013.3,0.0,0.0,0.0,0.0,Clear,1980,False
168,1980-06-17,75.2,53.46,0.0,0,0.0,0.0,11.8,1010.5,0.0,0.0,0.0,0.0,Clear,1980,False
169,1980-06-18,67.5,61.35,0.0,0,0.0,0.0,20.6,1012.7,0.0,0.0,0.0,0.0,Clear,1980,False
170,1980-06-19,64.0,68.49,0.0,0,0.0,0.0,20.8,1013.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
171,1980-06-20,65.5,65.8,0.0,0,0.0,0.0,16.1,1014.6,0.0,0.0,0.0,0.0,Clear,1980,False
172,1980-06-21,66.8,57.42,0.0,0,0.0,0.0,17.0,1015.6,0.0,0.0,0.0,0.0,Clear,1980,False
173,1980-06-22,65.3,56.9,0.0,0,0.0,0.0,16.1,1015.2,0.0,0.0,0.0,0.0,Clear,1980,False
174,1980-06-23,65.7,58.38,0.0,0,0.0,0.0,13.9,1015.4,0.0,0.0,0.0,0.0,Clear,1980,False
175,1980-06-24,65.2,59.67,0.0,0,0.0,0.0,17.3,1013.6,0.0,0.0,0.0,0.0,Clear,1980,False
176,1980-06-25,66.4,60.29,0.0,0,0.0,0.0,16.5,1016.1,0.0,0.0,0.0,0.0,Clear,1980,False
177,1980-06-26,66.7,51.98,0.0,0,0.0,0.0,16.8,1018.2,0.0,0.0,0.0,0.0,Clear,1980,False
178,1980-06-27,74.5,42.66,0.0,0,0.0,0.0,16.0,1015.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
179,1980-06-28,79.3,43.14,0.0,0,0.0,0.0,12.1,1011.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
180,1980-06-29,71.6,50.49,0.0,0,0.0,0.0,12.8,1011.2,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
181,1980-06-30,72.6,49.8,0.0,0,0.0,0.0,13.0,1011.6,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
182,1980-07-01,69.9,56.95,0.02,0,0.0,0.0,13.6,1015.0,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
183,1980-07-02,63.3,84.88,0.29,0,0.0,0.0,13.4,1020.3,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1980,True
184,1980-07-03,65.9,67.31,0.0,0,0.0,0.0,15.2,1019.1,0.0,0.0,0.0,0.0,Clear,1980,False
185,1980-07-04,66.0,65.0,0.0,0,0.0,0.0,21.5,1015.9,0.0,0.0,0.0,0.0,Clear,1980,False
186,1980-07-05,66.9,61.71,0.0,0,0.0,0.0,20.1,1015.5,0.0,0.0,0.0,0.0,Clear,1980,False
187,1980-07-06,66.6,58.05,0.0,0,0.0,0.0,15.3,1013.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
188,1980-07-07,65.1,61.57,0.0,0,0.0,0.0,16.1,1013.9,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
189,1980-07-08,65.0,62.79,0.0,0,0.0,0.0,16.1,1015.7,0.0,0.0,0.0,0.0,Partially cloudy,1980,False
190,1980-07-09,66.0,62.34,0.0,0,0.0,0.0,12.7,1018.2,0.0,0.0,0.0,0.0,Clear,1980,False
191,1980-07-10,70.5,57.35,0.0,0,0.0,0.0,10.2,1017.5,0.0,0.0,0.0,0.0,Clear,1980,False
192,1980-07-11,72.7,52.4,0.0,0,0.0,0.0,14.8,1015.0,0.0,0.0,0.0,0.0,Clear,1980,False
193,1980-07-12,68.1,64.69,0.0,0,0.0,0.0,21.7,1013.3,0.0,0.0,0.0,0.0,Clear,1980,False
194,1980-07-13,66.9,70.23,0.0,0,0.0,0.0,13.9,1015.3,0.0,0.0,0.0,0.0,Clear,1980,False
195,1980-07-14,68.7,65.97,0.0,0,0.0,0.0,21.7,1015.6,0.0,0.0,0.0,0.0,Clear,1980,False
196,1980-07-15,74.2,55.87,0.0,0,0.0,0.0,17.2,1015.3,0.0,0.0,0.0,0.0,Clear,1980,False
197,1980-07-16,78.0,51.1,0.0,0,0.0,0.0,16.1,1015.2,0.0,0.0,0.0,0.0,Clear,1980,False
198,1980-07-17,74.4,58.48,0.0,0,0.0,0.0,10.8,1012.2,0.0,0.0,0.0,0.0,Clear,1980,False
199,1980-07-18,69.9,60.9,0.0,0,0.0,0.0,16.8,1009.7,0.0,0.0,0.0,0.0,Clear,1980,False
200,1980-07-19,71.4,62.8,0.0,0,0.0,0.0,11.1,1010.5,0.0,0.0,0.0,0.0,Clear,1980,False
201,1980-07-20,73.8,59.98,0.0,0,0.0,0.0,12.9,1010.4,0.0,0.0,0.0,0.0,Clear,1980,False
202,1980-07-21,75.8,54.56,0.0,0,0.0,0.0,12.7,1011.8,0.0,0.0,0.0,0.0,Clear,1980,False
