,Year,Company Name,CEC Plant ID,Plant Name,State,Capacity (MW),Net MWh,type
0,2021.0,Not Available,S9210,Abby Power LLC,CA,1.5,2628.0,pv
1,2021.0,Onward Energy,S0312,Adams East LLC,CA,19.0,44739.0,pv
2,2021.0,Adelanto Solar LLC,S0410,Adelanto Solar I,CA,20.0,55889.0,pv
3,2021.0,Adelanto Solar LLC,S0411,Adelanto Solar II,CA,7.0,17264.0,pv
4,2021.0,Los Angeles Department of Water & Power (LADWP),S0218,Adelanto Solar Power Project,CA,10.0,8724.0,pv
5,2021.0,Adera Solar LLC,S0421,Adera Solar,CA,20.0,27106.0,pv
6,2021.0,Southern Power Company,S0308,Adobe Solar,CA,20.0,46569.0,pv
7,2021.0,Not Available,S9149,Advanced Micro Decives,CA,3.0,4865.0,pv
8,2021.0,Altus Power America Inc,S0116,Aerojet I (3.6MW) Solar Plant,CA,3.6,5916.0,pv
9,2021.0,Altus Power America Inc,S0130,Aerojet II (2.4MW) Solar Plant,CA,2.4,4042.0,pv
10,2021.0,Not Available,S9200,Agua Caliente (Bena A),CA,1.5,2628.0,pv
11,2021.0,Not Available,S9047,Airport Division City of San Jose,CA,1.0,1622.0,pv
12,2021.0,Not Available,S9121,Alameda Water District,CA,1.3,2027.0,pv
13,2021.0,Onward Energy,S0333,Alamo Solar LLC,CA,20.0,46386.0,pv
14,2021.0,Algonquin Power Sanger LLC,S0606,Algonquin Power SKIC 10 Solar LLC,CA,10.0,19730.0,pv
15,2021.0,Algonquin Power Sanger LLC,S0525,Algonquin Power SKIC 20 Solar LLC,CA,20.0,46413.0,pv
16,2021.0,Southern Power Company,S0324,Alhambra Solar Facility,CA,50.0,129462.0,pv
17,2021.0,Not Available,S9046,Almond Process Parreira,CA,1.0,1622.0,pv
18,2021.0,CED California Holdings LLC,S0246,Alpaugh 50 LLC,CA,50.0,113171.0,pv
19,2021.0,CED California Holdings LLC,S0247,Alpaugh North LLC,CA,20.0,43595.0,pv
20,2021.0,NRG Solar Alpine LLC,S0237,Alpine Solar,CA,66.0,159278.0,pv
21,2021.0,Not Available,S9006,Alza Corporation (700 Eubanks),CA,1.0,1622.0,pv
22,2021.0,Goldman Sachs,S0702,American Kings,CA,123.0,311458.0,pv
23,2021.0,Not Available,S9110,Amir Development Company,CA,1.1,1847.0,pv
24,2021.0,Not Available,S9211,Amy Solar LLC,CA,1.5,2628.0,pv
25,2021.0,Not Available,S9137,Angels PH Utica Power Authority,CA,1.8,2838.0,pv
26,2021.0,Not Available,S9074,Anheuser Busch Fairfield PV Phase/Anheuser Busch,CA,1.0,1622.0,pv
27,2021.0,Not Available,S9148,ANHEUSER BUSCH INC,CA,1.0,1707.0,pv
28,2021.0,Not Available,S9212,Annie Power LLC,CA,1.5,2628.0,pv
29,2021.0,S-Power (Sustainable Power Group),S0548,Antelope Big Sky Ranch,CA,20.0,51040.0,pv
30,2021.0,S-Power (Sustainable Power Group),S0552,Antelope DSR 1 - Big Sky Solar 1,CA,50.0,131210.0,pv
31,2021.0,S-Power (Sustainable Power Group),S0553,Antelope DSR 2 - Big Sky Solar 2,CA,5.0,14213.0,pv
32,2021.0,S-Power (Sustainable Power Group),S0694,Antelope DSR 3,CA,20.0,59016.0,pv
33,2021.0,S-Power (Sustainable Power Group),S0663,Antelope Expansion 2,CA,105.0,254647.0,pv
34,2021.0,S-Power (Sustainable Power Group),S0716,Antelope Expansion 3A,CA,15.0,23230.0,pv
35,2021.0,Tesla Inc.,S0645,Antelope Valley Lancaster Solar 1 (Avenue F),CA,4.3,8145.0,pv
36,2021.0,AV Solar Ranch 1 LLC,S0241,Antelope Valley Solar Ranch 1,CA,250.0,593690.0,pv
37,2021.0,Not Available,S0422,AP North Lake Solar,CA,20.0,39066.0,pv
38,2021.0,Not Available,S9075,Applied Materials Inc.,CA,1.0,1622.0,pv
39,2021.0,"Aquamarine Westside, LLC",S0721,Aquamarine Westside,CA,250.0,99194.0,pv
40,2021.0,Southern Power Company,S0325,Arkansas Solar Facility,CA,50.0,132450.0,pv
41,2021.0,S-Power (Sustainable Power Group),S0616,Aspiration Solar,CA,9.0,22327.0,pv
42,2021.0,Not Available,S9073,AT&T San Ramon (PV)/AT&T Services Inc,CA,1.0,1622.0,pv
43,2021.0,Not Available,S9142,AT&T Services Inc.,CA,2.1,3446.0,pv
44,2021.0,Not Available,S9025,AT&T Services Inc.,CA,1.0,1622.0,pv
45,2021.0,Tesla Inc.,S0620,ATT (DirecTV Broadcast),CA,1.0,1400.0,pv
46,2021.0,Not Available,S0323,Atwell Island PV Solar Generating Facility,CA,20.0,35184.0,pv
47,2021.0,CED California Holdings LLC,S0336,Atwell Island West LLC CED,CA,20.0,37024.0,pv
48,2021.0,Augustine Energy Corporation,S0460,Augustine Energy PV,CA,3.0,5256.0,pv
49,2021.0,Eurus Energy America Corporation,S0126,Avenal Park Solar,CA,6.0,11002.0,pv
50,2021.0,Not Available,S9213,Ayden Power LLC,CA,1.5,2628.0,pv
51,2021.0,Not Available,S0642,Bakersfield Industrial 1,CA,1.0,2137.0,pv
52,2021.0,Not Available,S0643,Bakersfield Solar 1,CA,5.3,10156.0,pv
53,2021.0,Tesla Inc.,S0662,BART Lafayette,CA,1.0,1226.0,pv
54,2021.0,S-Power (Sustainable Power Group),S0615,Bayshore Solar A,CA,20.0,55502.0,pv
55,2021.0,S-Power (Sustainable Power Group),S0613,Bayshore Solar B,CA,20.0,54027.0,pv
56,2021.0,S-Power (Sustainable Power Group),S0614,Bayshore Solar C,CA,20.0,53454.0,pv
57,2021.0,CD Arevon USA Inc.,S0637,Beacon 2,CA,45.0,126375.0,pv
58,2021.0,S-Power (Sustainable Power Group),S0554,Beacon 3,CA,60.0,139547.0,pv
59,2021.0,S-Power (Sustainable Power Group),S0555,Beacon 4,CA,50.0,124029.0,pv
60,2021.0,CD Arevon USA Inc.,S0638,Beacon 5,CA,36.0,99880.0,pv
61,2021.0,S-Power (Sustainable Power Group),S0587,Beacon Solar 1,CA,56.0,140920.0,pv
62,2021.0,Bear Creek Solar LLC,S0303,Bear Creek Solar,CA,1.5,3832.0,pv
63,2021.0,Not Available,S9214,Becca Solar LLC,CA,1.5,2628.0,pv
64,2021.0,Not Available,S9038,Beret & Kees Jan De Jong,CA,1.0,1622.0,pv
65,2021.0,Blackwell Solar LLC,S0339,Blackwell Solar,CA,12.0,33742.0,pv
66,2021.0,Clearway Energy,S0111,Blythe 1 Solar,CA,21.0,42534.0,pv
67,2021.0,Blythe Solar 110 LLC,S0519,Blythe Solar 110 LLC,CA,110.0,301097.0,pv
68,2021.0,NRG Solar Blythe II LLC,S0529,Blythe Solar II LLC,CA,125.0,313087.0,pv
69,2021.0,NextEra Energy Resources LLC,S0699,"Blythe Solar III, LLC",CA,125.0,328636.0,pv
70,2021.0,NextEra Energy Resources LLC,S0708,Blythe Solar IV LLC,CA,125.0,374074.0,pv
71,2021.0,Sacramento PV Energy LLC,S0157,Boessow (Van Connett Solar Farm),CA,3.0,5385.0,pv
72,2021.0,Longroad Energy,S0373,Bolthouse Farms - S&P,CA,1.0,215.0,pv
73,2021.0,Not Available,S0372,Borrego Solar - Twin Oaks,CA,1.0,1752.0,pv
74,2021.0,Clenera - Renewable Energy,S0458,Buford Five Points Solar Park (Excelsior),CA,60.0,142810.0,pv
75,2021.0,Not Available,S0588,Buford Giffen Solar,CA,20.0,31110.0,pv
76,2021.0,Silicon Ranch Corporation,S0375,CA Correctional Institution - Tahachapi,CA,1.0,2215.0,pv
77,2021.0,Silicon Ranch Corporation,S0376,CA Correctional Institution II - Tehachapi,CA,1.3,3311.0,pv
78,2021.0,Not Available,S9166,CA Dept of Correctionns Corcoran,CA,3.0,5256.0,pv
79,2021.0,Not Available,S9163,CA Dept of Correctionns Salinas (SVSP),CA,2.0,3504.0,pv
80,2021.0,Not Available,S9165,CA Dept of Correctionns WASCO (WSP),CA,2.0,3504.0,pv
81,2021.0,Not Available,S9164,CA Dept of Corrections Chowchilla,CA,3.0,4697.0,pv
82,2021.0,Not Available,S9162,CA Dept of Corrections Solano (CSPS),CA,1.0,1752.0,pv
83,2021.0,Silicon Ranch Corporation,S0356,CA State Prison LA County (CSPL),CA,2.0,4568.0,pv
84,2021.0,Not Available,S9026,CA State University Fresno,CA,1.0,1059.0,pv
85,2021.0,CD Arevon USA Inc.,S0689,California Flats 150,CA,150.0,381601.0,pv
86,2021.0,CD Arevon USA Inc.,S0636,California Flats North,CA,130.0,343662.0,pv
87,2021.0,Not Available,S9077,California National Guard,CA,1.0,1622.0,pv
88,2021.0,Not Available,S9062,California Natural Products,CA,1.0,1622.0,pv
89,2021.0,Clearway Energy,S0240,California Valley Solar Ranch,CA,250.0,679525.0,pv
90,2021.0,Southern Power Company,S0347,Calipatria Solar Farm,CA,20.0,41745.0,pv
91,2021.0,Meridian Energy USA Inc,S0121,CalRENEW-1,CA,5.0,5271.0,pv
92,2021.0,Onward Energy,S0313,Camelot LLC,CA,45.0,115360.0,pv
93,2021.0,Not Available,S9275,Cami Solar LLC,CA,1.5,2628.0,pv
94,2021.0,Not Available,S9139,Campbell Soup Supply Company LLC,CA,2.0,3918.0,pv
95,2021.0,Campo Verde Solar LLC,S0258,Campo Verde Solar Project,CA,147.2,345347.0,pv
96,2021.0,Pacific Gas & Electric (PG&E),S0176,Cantua Solar Station,CA,20.0,40360.0,pv
97,2021.0,Not Available,S9083,Carl Zeiss Meditec Inc.,CA,1.0,1622.0,pv
98,2021.0,Not Available,S9215,Carly Solar LLC,CA,1.0,1752.0,pv
99,2021.0,Longroad Energy,S0289,Cascade Solar PV,CA,19.0,51676.0,pv
100,2021.0,Green Light Energy Corporation,S0551,Castor Solar Project,CA,1.5,3126.0,pv
101,2021.0,EDF Renewable Energy Inc,S0081,Catalina Solar Phase I and II,CA,110.0,250129.0,pv
102,2021.0,Onward Energy,S0334,Catalina Two LLC,CA,18.0,47200.0,pv
103,2021.0,Not Available,S9157,CBS Television City,CA,1.8,3224.0,pv
104,2021.0,CED California Holdings LLC,S0585,CED Avenal LLC,CA,15.0,21478.0,pv
105,2021.0,CED California Holdings LLC,S0688,"CED Lost Hills Solar, LLC",CA,20.0,46826.0,pv
106,2021.0,CED California Holdings LLC,S0586,CED Oro Loma 1 & 2,CA,20.0,53700.0,pv
107,2021.0,Not Available,S9082,Cemex Construction Materials Pacific LLC,CA,1.0,1622.0,pv
108,2021.0,LS Power,S0291,Centinela Solar Energy,CA,174.0,502709.0,pv
109,2021.0,Not Available,S9216,Central Antelope Dry Ranch B2 LLC,CA,1.5,8390.0,pv
110,2021.0,S-Power (Sustainable Power Group),S0549,Central Antelope Dry Ranch C,CA,20.0,34915.0,pv
111,2021.0,Not Available,S9130,Central Marin Sanitation Agency,CA,1.5,2432.0,pv
112,2021.0,Not Available,S9123,Chabot - Las Positas Community College,CA,1.3,2076.0,pv
113,2021.0,Not Available,S9146,Chabot Las Positas Community College District,CA,2.3,3786.0,pv
114,2021.0,Not Available,S9309,Chalk Hill Solar Project LLC_(CHSP),CA,0.3,401.0,pv
115,2021.0,Sacramento PV Energy LLC,S9414,Champagne Solar PV,CA,1.2,1504.0,pv
116,2021.0,Not Available,S9089,Charles R. Crain Jr.,CA,1.0,1622.0,pv
117,2021.0,"Solar Star Lost Hills, LLC",S0718,Chevron - Lost Hills Hybrid,CA,29.8,74791.0,pv
118,2021.0,Longroad Energy,S0122,Chuckawalla Valley State Prison (CVSP),CA,1.0,1479.0,pv
119,2021.0,S-Power (Sustainable Power Group),S0423,Citizen Solar B,CA,5.0,5032.0,pv
120,2021.0,Not Available,S9090,City of Atwater,CA,1.0,1622.0,pv
121,2021.0,Not Available,S9021,City of Chico,CA,1.0,1622.0,pv
122,2021.0,Not Available,S9060,City of Dinuba,CA,1.0,1473.0,pv
123,2021.0,Not Available,S9145,City of Fresno - Fresno Yosemite Airport,CA,2.3,3649.0,pv
124,2021.0,Not Available,S9061,City of Hollister,CA,1.0,1622.0,pv
125,2021.0,Not Available,S9048,City of Madera,CA,1.0,1622.0,pv
126,2021.0,Not Available,S9094,City of San Jose,CA,1.0,1638.0,pv
127,2021.0,Not Available,S9095,City of Santa Clara,CA,1.0,1646.0,pv
128,2021.0,Not Available,S9124,City of Santa Cruz Wastewater Treatment Plant,CA,1.3,2108.0,pv
129,2021.0,Not Available,S9134,City of Sunnyvale Wastewater Treatment Plant,CA,1.6,2595.0,pv
130,2021.0,Not Available,S9099,City of Yuba,CA,1.0,1662.0,pv
131,2021.0,Not Available,S9055,Clos Du Bois Wines Inc.,CA,1.0,1622.0,pv
132,2021.0,Not Available,S9305,Cloverdale Solar 1 LLC_(FSEC1),CA,1.5,2943.0,pv
133,2021.0,Not Available,S9306,Cloverdale Solar 2 LLC_(FSEC2),CA,1.5,1971.0,pv
134,2021.0,"Adapture Renewables, Inc.",S0692,Cloverdale Solar Center,CA,1.0,2321.0,pv
135,2021.0,GreenLead-TNX Management,S0309,Cloverdale Solar I,CA,1.5,746.0,pv
136,2021.0,Tesla Inc.,S0659,Clovis USD East High School,CA,1.0,1517.0,pv
137,2021.0,Tesla Inc.,S0658,Clovis USD High School,CA,1.0,1584.0,pv
138,2021.0,Not Available,S9010,Co. Inc. #21 Walgreens,CA,1.0,1187.0,pv
139,2021.0,Not Available,S0350,Coalinga State Hospital,CA,2.0,5227.0,pv
140,2021.0,Not Available,S9024,Codding Enterprises,CA,1.0,1622.0,pv
141,2021.0,Not Available,S9057,Codding Enterprises Ltd Partnership,CA,1.0,1622.0,pv
142,2021.0,Not Available,S0593,Cole Grade,CA,2.4,5834.0,pv
143,2021.0,Not Available,S9016,College District Contra Costa Community 1,CA,1.0,1622.0,pv
144,2021.0,Not Available,S9017,College District Contra Costa Community 2,CA,1.0,1622.0,pv
145,2021.0,Not Available,S9045,College District Kern Community,CA,1.0,1622.0,pv
146,2021.0,PSEG Solar Source LLC,S0343,Columbia Solar Energy LLC,CA,19.0,35270.0,pv
147,2021.0,Onward Energy,S0314,Columbia Two LLC,CA,15.0,40544.0,pv
148,2021.0,Not Available,S9039,Community College District Chabot Las Positas,CA,1.0,1622.0,pv
149,2021.0,Not Available,S9052,Community College Mendocino,CA,1.0,1622.0,pv
150,2021.0,Not Available,S9063,Community Hospital of Monterey Peninsula,CA,1.0,1622.0,pv
151,2021.0,Not Available,S9117,Contra Costa Community College - DVC,CA,1.2,1987.0,pv
152,2021.0,Not Available,S9118,Contra Costa Community College - Los Medanos,CA,1.2,2003.0,pv
153,2021.0,CED California Holdings LLC,S0335,Corcoran 2 Solar LLC CED,CA,19.8,49947.0,pv
154,2021.0,CED California Holdings LLC,S0520,Corcoran 3 Solar,CA,20.0,50240.0,pv
155,2021.0,Onward Energy,S0317,Corcoran Irrigation District Solar LLC,CA,20.0,49216.0,pv
156,2021.0,CED California Holdings LLC,S0249,Corcoran LLC CED,CA,20.0,48571.0,pv
157,2021.0,CD Arevon USA Inc.,S0434,Coronal Lost Hills Solar,CA,20.0,51342.0,pv
158,2021.0,Coronus,S0165,Coronus 29-Palms North 1,CA,1.5,2628.0,pv
159,2021.0,Coronus,S0166,Coronus 29-Palms North 2,CA,1.5,2628.0,pv
160,2021.0,Coronus,S0167,Coronus 29-Palms North 3,CA,1.5,2628.0,pv
161,2021.0,Coronus,S0172,Coronus Joshua Tree East 1,CA,1.5,2628.0,pv
162,2021.0,Coronus,S0173,Coronus Joshua Tree East 2,CA,1.5,2628.0,pv
163,2021.0,Coronus,S0174,Coronus Joshua Tree East 3,CA,1.5,2628.0,pv
164,2021.0,Coronus,S0169,Coronus Yucca Valley East 1,CA,1.5,2628.0,pv
165,2021.0,Coronus,S0170,Coronus Yucca Valley East 2,CA,1.5,2628.0,pv
166,2021.0,Coronus,S0171,Coronus Yucca Valley East 3,CA,1.5,2628.0,pv
167,2021.0,Onward Energy,S0528,Cottonwood Carport Solar,CA,1.0,1497.0,pv
168,2021.0,Onward Energy,S0332,Cottonwood City of Corcoran LLC,CA,11.0,26714.0,pv
169,2021.0,Onward Energy,S0331,Cottonwood Goose Lake LLC,CA,12.0,33232.0,pv
170,2021.0,Not Available,S9079,County of Kern,CA,1.0,1622.0,pv
171,2021.0,Not Available,S9015,County of Lake,CA,1.0,1622.0,pv
172,2021.0,Not Available,S9101,County of Santa Clara,CA,1.0,1687.0,pv
173,2021.0,Not Available,S9103,County of Santa Clara,CA,1.1,1711.0,pv
174,2021.0,Not Available,S9125,County of Sonoma,CA,1.3,2126.0,pv
175,2021.0,Not Available,S0674,CREST Contracts,CA,5.0,8729.0,pv
176,2021.0,Not Available,S9219,CSC Solar LLC,CA,1.5,2628.0,pv
177,2021.0,Not Available,S9217,CSC Solar I LLC,CA,1.5,2628.0,pv
178,2021.0,Not Available,S9218,CSC Solar II LLC,CA,1.0,1752.0,pv
179,2021.0,Silicon Ranch Corporation,S9027,CSU Bakersfield,CA,1.4,1476.0,pv
180,2021.0,Not Available,S9028,CSU Monterey Bay - PV,CA,1.0,1622.0,pv
181,2021.0,D. E. Shaw,S0617,Cuyama Solar,CA,40.0,78187.0,pv
182,2021.0,Not Available,S9220,D2 Solar 1 LLC,CA,1.5,2628.0,pv
183,2021.0,Not Available,S9221,D2 Solar 2 LLC,CA,1.5,2628.0,pv
184,2021.0,Not Available,S0648,Delano Land 1,CA,1.0,1850.0,pv
185,2021.0,Not Available,S0669,Delsur Solar,CA,8.5,23373.0,pv
186,2021.0,Dependable Highway Express Inc,S0184,Dependable Highway Express,CA,1.0,1840.0,pv
187,2021.0,Not Available,S9116,Dependable Highway Express Inc,CA,1.2,1974.0,pv
188,2021.0,Not Available,S9288,Descanso Solar - CRE,CA,1.5,1971.0,pv
189,2021.0,Not Available,S9286,Desert Green Solar Farm LLC,CA,6.5,11995.0,pv
190,2021.0,EDF Renewable Energy Inc,S0711,Desert Harvest II LLC,CA,70.0,188897.0,pv
191,2021.0,EDF Renewable Energy Inc,S0710,Desert Harvest LLC,CA,80.0,245676.0,pv
192,2021.0,Not Available,S0640,Desert Hot Springs 2,CA,1.5,3265.0,pv
193,2021.0,"Desert Stateline Solar, LLC",S0457,Desert Stateline Solar Facility,CA,299.0,639035.0,pv
194,2021.0,Desert Sunlight 250 LLC,S0256,Desert Sunlight 250,CA,250.0,587990.0,pv
195,2021.0,Desert Sunlight 300 LLC,S0257,Desert Sunlight 300,CA,300.0,696348.0,pv
196,2021.0,Not Available,S9222,Dreamer Solar LLC,CA,1.5,2628.0,pv
197,2021.0,Not Available,S9283,Drew Energy LLC,CA,1.0,1752.0,pv
198,2021.0,Not Available,S9223,DT Solar 1 LLC,CA,1.5,2628.0,pv
199,2021.0,Not Available,S9224,DT Solar 2 LLC,CA,1.5,2628.0,pv
200,2021.0,Not Available,S9225,DT Solar 3 LLC,CA,1.0,1752.0,pv
201,2021.0,CED California Holdings LLC,S0579,Ducor Solar 1,CA,20.0,48301.0,pv
202,2021.0,CED California Holdings LLC,S0580,Ducor Solar 2,CA,20.0,48216.0,pv
203,2021.0,CED California Holdings LLC,S0581,Ducor Solar 3,CA,15.0,35961.0,pv
204,2021.0,CED California Holdings LLC,S0582,Ducor Solar 4,CA,20.0,47991.0,pv
205,2021.0,Golden Solar LLC (Dulles),S0572,Dulles,CA,2.0,2959.0,pv
206,2021.0,Not Available,S9035,E & J Gallo Winery,CA,1.0,1622.0,pv
207,2021.0,Not Available,S9056,E&J Gallo Winery,CA,1.0,1622.0,pv
208,2021.0,Not Available,S9264,East Side Calpella 2MW PV Project (1) (2012 PV RFO - 1),CA,2.0,3504.0,pv
209,2021.0,Not Available,S9290,Ecos Energy LLC_(Bear Creek Solar Project),CA,1.5,1971.0,pv
210,2021.0,Not Available,S9292,Ecos Energy LLC_(Vintner Solar Project),CA,1.5,4430.0,pv
211,2021.0,Sol Orchard Imperial 1 LLC,S0461,ECPV Solar,CA,20.0,51923.0,pv
212,2021.0,Clenera - Renewable Energy,S0424,EE Kettleman Solar 1,CA,20.0,53749.0,pv
213,2021.0,Not Available,S0369,ELACC - Parking Lot,CA,1.0,0.0,pv
214,2021.0,S-Power (Sustainable Power Group),S0556,Elevation Solar C,CA,40.0,109280.0,pv
215,2021.0,"RC Energy Hollister, LLC",S0387,Enerparc CA1 LLC,CA,2.2,3252.0,pv
216,2021.0,"Adapture Renewables, Inc.",S0583,Enerparc CA2,CA,1.5,3211.0,pv
217,2021.0,Not Available,S9131,Equity Office Property,CA,1.5,2432.0,pv
218,2021.0,Not Available,S9226,Erika Solar LLC,CA,1.5,2628.0,pv
219,2021.0,Tulare PV I LLC,S0608,Exeter Solar,CA,3.5,6192.0,pv
220,2021.0,S-Power (Sustainable Power Group),S0299,Expressway Solar A,CA,2.0,4926.0,pv
221,2021.0,S-Power (Sustainable Power Group),S0413,Expressway Solar B,CA,2.0,3875.0,pv
222,2021.0,S-Power (Sustainable Power Group),S9276,Expressway Solar C2,CA,1.5,2528.0,pv
223,2021.0,Not Available,S9097,FAA Norcal TRACON,CA,1.0,1652.0,pv
224,2021.0,Longroad Energy,S0362,Fairfield-Suisun Sewer District - WTP,CA,1.0,11.0,pv
225,2021.0,PSEG Solar Source LLC,S0300,Fall River Mills Project A & B,CA,3.0,14571.0,pv
226,2021.0,Not Available,S9004,Farm ACW,CA,1.0,1621.0,pv
227,2021.0,CD Arevon USA Inc.,S0516,Farmersville (Formerly Sequoia PV1),CA,4.5,8008.0,pv
228,2021.0,Pacific Gas & Electric (PG&E),S0140,Five Points Solar Station,CA,15.0,20948.0,pv
229,2021.0,Not Available,S9008,Foods Inc. United Natural,CA,1.0,1622.0,pv
230,2021.0,Not Available,S9135,Foothill - De Anza Community College District,CA,1.6,2604.0,pv
231,2021.0,Not Available,S9136,Foothill College - Pv Capstone,CA,1.7,2781.0,pv
232,2021.0,Not Available,S9289,Foothill Farmington 2MW PV Project (2) (2012 PV RFO - 1),CA,2.0,3504.0,pv
233,2021.0,Not Available,S9161,Fort Hunter Liggett Dept of Army,CA,2.0,3504.0,pv
234,2021.0,Not Available,S9013,Fosters Wine Estates Inc.,CA,1.0,1622.0,pv
235,2021.0,Not Available,S9085,Fowler Packing Company Inc.,CA,1.0,1622.0,pv
236,2021.0,Not Available,S9086,Fowler Packing Company Inc.,CA,1.0,1622.0,pv
237,2021.0,Not Available,S9001,FPUD - Sanitary,CA,1.0,1619.0,pv
238,2021.0,Golden Solar LLC (Dulles),S0578,Freeway Springs,CA,2.0,3030.0,pv
239,2021.0,Not Available,S9064,Fremont Group 50 Beale/DG Cogen Partners LLC,CA,1.0,1622.0,pv
240,2021.0,Not Available,S9113,Fremont Group Inc. 50 Beale/DG Cogen Partners LLC,CA,1.2,1897.0,pv
241,2021.0,Not Available,S9182,Fresh Air Energy LLC_(Pioneer 1),CA,1.5,1971.0,pv
242,2021.0,QE - Foresight Group US,S9175,Fresh Air Energy IV - Sonora 1,CA,1.5,3694.0,pv
243,2021.0,Fresno Cogeneration,S0425,Fresno Solar South,CA,1.5,3193.0,pv
244,2021.0,Fresno Cogeneration,S0426,Fresno Solar West,CA,1.5,3247.0,pv
245,2021.0,Clenera - Renewable Energy,S0459,Frontier Solar LLC (Crow Creek),CA,20.0,51790.0,pv
246,2021.0,Not Available,S9201,Garces (Oswell A),CA,1.5,2628.0,pv
247,2021.0,Southern Power Company,S0531,Garland Solar Facility,CA,205.1,541608.0,pv
248,2021.0,Not Available,S9401,Garnet Solar Power Generation Station 1,CA,4.0,4132.0,pv
249,2021.0,RE Gaskwell West 1 LLC,S0639,Gaskell West 1,CA,23.4,55765.0,pv
250,2021.0,Pacific Gas & Electric (PG&E),S0224,Gates Solar Station,CA,20.0,26488.0,pv
251,2021.0,Genentech Inc,S0403,Genentech Inc - Oceanside,CA,4.3,6450.0,pv
252,2021.0,Tesla Inc.,S0630,Genentech Inc. - Vacaville,CA,7.9,10583.0,pv
253,2021.0,Not Available,S9065,General Chemical Corp/Chevron Energy Solutions,CA,1.0,1622.0,pv
254,2021.0,Not Available,S9076,George Jackson,CA,1.0,1622.0,pv
255,2021.0,Not Available,S9066,Ghiradelli Chocolate,CA,1.0,1622.0,pv
256,2021.0,Clenera - Renewable Energy,S0605,Giffen Solar Park LLC,CA,20.0,31094.0,pv
257,2021.0,Pacific Gas & Electric (PG&E),S0178,Giffen Solar Station,CA,10.0,9983.0,pv
258,2021.0,Thrifty Oil,S0208,Golden Springs Building C1,CA,1.3,1730.0,pv
259,2021.0,Thrifty Oil,S0209,Golden Springs Building D1,CA,1.3,1991.0,pv
260,2021.0,Thrifty Oil,S0576,Golden Springs Building F,CA,1.3,1959.0,pv
261,2021.0,Thrifty Oil,S0575,Golden Springs Building G,CA,1.3,2332.0,pv
262,2021.0,Thrifty Oil,S0438,Golden Springs Building H,CA,1.5,2568.0,pv
263,2021.0,Thrifty Oil,S0577,Golden Springs Building L,CA,1.0,1527.0,pv
264,2021.0,Thrifty Oil,S0439,Golden Springs Building M,CA,1.8,3027.0,pv
265,2021.0,Not Available,S9012,Golden State Vintners,CA,1.0,1622.0,pv
266,2021.0,Not Available,S9202,Goodbar Solar 1 LLC,CA,1.5,2628.0,pv
267,2021.0,Not Available,S9005,Google Inc.,CA,1.0,1622.0,pv
268,2021.0,Not Available,S9031,Google Inc.,CA,1.0,1622.0,pv
269,2021.0,Not Available,S9102,Granite Construction Company,CA,1.1,1703.0,pv
270,2021.0,Yolo County General Services,S0310,Grasslands EPWF,CA,2.5,2373.0,pv
271,2021.0,Yolo County General Services,S0311,Grasslands RES-BCT,CA,2.5,3612.0,pv
272,2021.0,Great Valley Solar Portfolio Holdings LLC,S0653,Great Valley Solar Portfolio (Tranquillity 8),CA,200.0,534424.0,pv
273,2021.0,OL Elk Grove Trust a Delaware Statutory Trust,S0204,Green Acres Solar Facility 1,CA,3.0,5768.0,pv
274,2021.0,OL Elk Grove Trust a Delaware Statutory Trust,S0203,Green Acres Solar Facility 2,CA,1.0,1995.0,pv
275,2021.0,S-Power (Sustainable Power Group),S0666,Green Beanworks B,CA,3.0,7396.0,pv
276,2021.0,S-Power (Sustainable Power Group),S0667,Green Beanworks C,CA,3.0,6646.0,pv
277,2021.0,S-Power (Sustainable Power Group),S0668,Green Beanworks D,CA,3.0,7709.0,pv
278,2021.0,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,S9172,Gridley Main Two,CA,2.5,4180.0,pv
279,2021.0,Not Available,S9087,Grimmway Enterprises Inc.,CA,1.0,1622.0,pv
280,2021.0,Not Available,S9088,Grimmway Enterprises Inc.,CA,1.0,1622.0,pv
281,2021.0,Not Available,S9091,Grimmway Enterprises Inc.,CA,1.0,1622.0,pv
282,2021.0,Not Available,S9014,Grundfos Pumps,CA,1.0,1622.0,pv
283,2021.0,Sacramento PV Energy LLC,S0156,Grundman-Wilkinson Solar Farm (Bruceville Road),CA,18.0,28674.0,pv
284,2021.0,Pacific Gas & Electric (PG&E),S0225,Guernsey Solar Station,CA,20.0,38864.0,pv
285,2021.0,Los Angeles Community College District,S0182,Harbor College LACCD,CA,1.1,1927.0,pv
286,2021.0,S-Power (Sustainable Power Group),S0427,Hayworth Solar Farm,CA,26.7,41354.0,pv
287,2021.0,Not Available,S9037,Health Plan Inc. Kaiser Foundation,CA,1.0,1622.0,pv
288,2021.0,Not Available,S9049,Health Plan Inc. Kaiser Foundation,CA,1.0,1622.0,pv
289,2021.0,AxInfra US LP,S0298,Heber Solar Facility,CA,10.0,25610.0,pv
290,2021.0,Southern Power Company,S0532,Henrietta Solar Facility,CA,102.0,238364.0,pv
291,2021.0,Not Available,S9003,Hewlett Packard,CA,1.0,1620.0,pv
292,2021.0,Goldman Sachs,S0725,High Desert Solar,CA,100.0,101716.0,pv
