,Year,Company Name,CEC Plant ID,Plant Name,State,Capacity (MW),Net MWh,type
3311,2017.0,Not Available,S9122,Irrigation District South San Joaquin,CA,1.3,2027.0,pv
3312,2017.0,Tulare PV I LLC,S0348,Ivanhoe Solar,CA,3.5,6583.0,pv
3313,2017.0,Imperial Irrigation District,S0161,IVSC1 - (SunPeak 1) - 23MW PV,CA,23.0,51706.0,pv
3314,2017.0,Not Available,S9033,Jackson Michael,CA,1.0,1622.0,pv
3315,2017.0,Not Available,S0594,Jacumba Solar Farm,CA,20.0,22048.0,pv
3316,2017.0,Not Available,S9104,JATCO,CA,1.1,1712.0,pv
3317,2017.0,Not Available,S9203,Josh Energy LLC,CA,1.5,2628.0,pv
3318,2017.0,Not Available,S9227,JRam Solar 1 LLC,CA,1.5,2628.0,pv
3319,2017.0,Not Available,S9228,JRam Solar 2 LLC,CA,1.5,2628.0,pv
3320,2017.0,Not Available,S9229,JRam Solar 3 LLC,CA,1.0,1752.0,pv
3321,2017.0,Sacramento PV Energy LLC,S9412,Jurupa Valley Solar PV,CA,1.5,3332.0,pv
3322,2017.0,Onward Energy,S0319,Kansas LLC,CA,20.0,53392.0,pv
3323,2017.0,Clearway Energy,S0260,Kansas South,CA,20.0,46268.0,pv
3324,2017.0,Not Available,S9193,KDW Solar 1 LLC (KDW Solar 1 ),CA,1.5,2628.0,pv
3325,2017.0,Not Available,S9199,KDW Solar 2 LLC,CA,1.5,1971.0,pv
3326,2017.0,Not Available,S9230,Kell Solar 1 LLC,CA,1.0,1752.0,pv
3327,2017.0,Not Available,S9231,Kell Solar 2 LLC,CA,1.0,1752.0,pv
3328,2017.0,Onward Energy,S0315,Kent South LLC,CA,20.0,53160.0,pv
3329,2017.0,Not Available,S9106,Kern County Water Agency,CA,1.1,1784.0,pv
3330,2017.0,Not Available,S9152,Kern County Water Agency,CA,4.1,6689.0,pv
3331,2017.0,Not Available,S9204,Kern River (Bena B),CA,1.5,2628.0,pv
3332,2017.0,Not Available,S0301,Kettleman Solar,CA,1.0,2380.0,pv
3333,2017.0,CD Arevon USA Inc.,S0566,Kingbird Solar A,CA,20.7,59397.0,pv
3334,2017.0,CD Arevon USA Inc.,S0567,Kingbird Solar B,CA,20.7,59397.0,pv
3335,2017.0,Tulare PV I LLC,S9181,Kingsburg Solar (1 & 2),CA,3.0,7358.0,pv
3336,2017.0,Silicon Ranch Corporation,S0377,Kohl's - San Bernardino - Central,CA,1.0,1778.0,pv
3337,2017.0,Longroad Energy,S0370,Kohl's - San Bernardino - Mill,CA,1.0,1342.0,pv
3338,2017.0,Konoike Pacific California Inc,S0144,Konoike Pacific California Inc,CA,1.4,1660.0,pv
3339,2017.0,Sacramento PV Energy LLC,S0155,Kost (Fleshman Solar Farm),CA,3.0,5243.0,pv
3340,2017.0,L-8 Solar Project LLC,S0226,L-8 Solar Project,CA,1.5,2175.0,pv
3341,2017.0,LA County MTA/Metro,S0183,LA County MTA/Metro,CA,1.0,1840.0,pv
3342,2017.0,Los Angeles Community College District,S0152,LA Harbor College,CA,2.1,2841.0,pv
3343,2017.0,X-Elio North America Inc.,S0179,La Joya Del Sol,CA,1.5,3434.0,pv
3344,2017.0,Not Available,S0592,Lancaster B,CA,3.0,6749.0,pv
3345,2017.0,Not Available,S9232,Lancaster Del Sur Ranch C2 LLC,CA,1.5,2628.0,pv
3346,2017.0,S-Power (Sustainable Power Group),S9413,Lancaster Dry Farm Ranch B,CA,5.0,12836.0,pv
3347,2017.0,S-Power (Sustainable Power Group),S9415,Lancaster Little Rock C Solar PV,CA,5.0,12841.0,pv
3348,2017.0,Clenera - Renewable Energy,S9233,Lancaster Solar 1 LLC,CA,1.5,3227.0,pv
3349,2017.0,Clenera - Renewable Energy,S9234,Lancaster Solar 2 LLC,CA,1.5,3412.0,pv
3350,2017.0,S-Power (Sustainable Power Group),S0612,Lancaster WAD B,CA,3.0,5927.0,pv
3351,2017.0,Not Available,S9287,LanWest Solar Farm LLC,CA,3.5,4599.0,pv
3352,2017.0,Los Angeles Community College District,S0219,LAPC Carport Shade Structures (Los Angeles Pierce College),CA,2.1,3313.0,pv
3353,2017.0,Lemoore PV 1 LLC,S0571,Lemoore PV 1 LLC,CA,1.5,3761.0,pv
3354,2017.0,Not Available,S9235,Leolani Solar 1 LLC,CA,1.5,2628.0,pv
3355,2017.0,Not Available,S9236,Leolani Solar 2 LLC,CA,1.0,1752.0,pv
3356,2017.0,Not Available,S9268,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #A),CA,1.5,1971.0,pv
3357,2017.0,Not Available,S9269,Lincoln Solar Millenium Fund LLC_(Lincoln Solar #B),CA,1.5,1971.0,pv
3358,2017.0,Not Available,S9270,Lincoln Solar Millenium Fund LLC_(Nicholas Solar #C),CA,1.5,1971.0,pv
3359,2017.0,Tulare PV I LLC,S0609,Lindsay Solar,CA,4.0,7452.0,pv
3360,2017.0,Not Available,S0589,Little Rock Pham Solar,CA,3.0,9314.0,pv
3361,2017.0,Not Available,S9237,Lola Energy 1 LLC,CA,1.0,1752.0,pv
3362,2017.0,Not Available,S9238,Lola Energy 2 LLC,CA,1.0,1752.0,pv
3363,2017.0,Not Available,S9153,Loma Linda VA Health Care System,CA,2.8,4970.0,pv
3364,2017.0,Not Available,S9032,Lomo Cold Storage LLC,CA,1.0,1622.0,pv
3365,2017.0,EDP Renewables North America LLC,S0328,Lone Valley Solar Park 1,CA,10.0,23287.0,pv
3366,2017.0,EDP Renewables North America LLC,S0329,Lone Valley Solar Park 2,CA,20.0,50616.0,pv
3367,2017.0,Duke Energy Renewables,S0545,LongBoat Solar,CA,20.0,58844.0,pv
3368,2017.0,Not Available,S9158,Los Angeles Community College District,CA,2.3,3998.0,pv
3369,2017.0,Not Available,S9053,Los Gatos Tomato Products,CA,1.0,1622.0,pv
3370,2017.0,Lost Hills Solar LLC,S0340,Lost Hills Solar,CA,20.0,55473.0,pv
3371,2017.0,Not Available,S9059,Madera Community Hospital,CA,1.0,1622.0,pv
3372,2017.0,Not Available,S0644,Manteca Land 1,CA,1.0,18.0,pv
3373,2017.0,Not Available,S9009,Mariani Packing Co. Inc.,CA,1.0,1622.0,pv
3374,2017.0,Onward Energy,S0412,Maricopa West Solar PV,CA,20.0,47406.0,pv
3375,2017.0,Not Available,S9068,Market & Second Inc/Real Energy,CA,1.0,1622.0,pv
3376,2017.0,Not Available,S9034,Maxco Supply Inc.,CA,1.0,1622.0,pv
3377,2017.0,McCoy Solar LLC,S0346,McCoy Solar LLC,CA,250.0,745186.0,pv
3378,2017.0,S-Power (Sustainable Power Group),S0665,MCE Richmond Solar PV Project,CA,10.5,135.0,pv
3379,2017.0,AxInfra US LP,S0180,McHenry Solar Plant,CA,25.5,62520.0,pv
3380,2017.0,Merced Solar LLC,S0429,Merced Solar,CA,1.5,3538.0,pv
3381,2017.0,X-Elio North America Inc.,S0162,Meridian (Paso Robles Solar LLC),CA,1.1,1759.0,pv
3382,2017.0,NLP Granger A82 LLC,S0584,Mesa Crest (Lilac),CA,3.0,7672.0,pv
3383,2017.0,Not Available,S9132,Mid Valley Dairy,CA,1.5,2432.0,pv
3384,2017.0,X-Elio North America Inc.,S0522,Midway Solar Farm I,CA,49.9,0.0,pv
3385,2017.0,Dominion Energy,S0600,"Midway Solar Farm II (96WI 8ME, LLC)",CA,30.8,51839.0,pv
3386,2017.0,Not Available,S0595,Milliken Landfill Solar,CA,3.0,2581.0,pv
3387,2017.0,Mission Solar LLC,S0430,Mission Solar,CA,1.5,3542.0,pv
3388,2017.0,Not Available,S9205,MJ Power LLC,CA,1.5,2628.0,pv
3389,2017.0,Tesla Inc.,S0621,Monterey Regional Water Pollution Control Agency,CA,1.1,1388.0,pv
3390,2017.0,Morelos Solar LLC,S0404,Morelos Solar Facility,CA,15.0,38805.0,pv
3391,2017.0,"Coronal Lost Hills, LLC",S0435,Morgan Lancaster I LLC,CA,1.5,4058.0,pv
3392,2017.0,Not Available,S9114,MTA,CA,1.2,1907.0,pv
3393,2017.0,Not Available,S9023,Napa Valley College,CA,1.0,1622.0,pv
3394,2017.0,S-Power (Sustainable Power Group),S9278,Navajo Solar Power Generation Station 1,CA,1.5,4273.0,pv
3395,2017.0,Goldman Sachs,S0297,Naval Air Weapons Station China Lake,CA,11.1,28475.0,pv
3396,2017.0,Not Available,S9128,Network Appliance,CA,1.4,2277.0,pv
3397,2017.0,Not Available,S9069,Network Appliance/Chevron Energy Solutions,CA,1.0,1622.0,pv
3398,2017.0,Not Available,S9279,Newberry Solar 1 LLC,CA,1.5,2628.0,pv
3399,2017.0,Not Available,S9177,Nickel 1 (NLH1),CA,1.5,2971.0,pv
3400,2017.0,Coronal Group LLC,S0538,Nicolis,CA,20.0,50804.0,pv
3401,2017.0,Not Available,S9107,Nilsen Farms,CA,1.1,1796.0,pv
3402,2017.0,Not Available,S9239,Niner Energy 1 LLC,CA,1.5,2628.0,pv
3403,2017.0,Not Available,S9240,Niner Energy 2 LLC,CA,1.5,2628.0,pv
3404,2017.0,Not Available,S9241,Niner Energy 3 LLC,CA,1.0,1752.0,pv
3405,2017.0,S-Power (Sustainable Power Group),S0414,North Bay Solar 1,CA,1.0,2353.0,pv
3406,2017.0,Silicon Ranch Corporation,S0358,North Kern State Prison,CA,1.0,2038.0,pv
3407,2017.0,Not Available,S0359,North Kern State Prison II,CA,4.0,7008.0,pv
3408,2017.0,S-Power (Sustainable Power Group),S0560,North Lancaster Ranch,CA,20.0,39523.0,pv
3409,2017.0,Solar Power Inc,S0250,North Palm Springs 1A,CA,2.8,3200.0,pv
3410,2017.0,Solar Power Inc,S0251,North Palm Springs 4A,CA,4.9,3506.0,pv
3411,2017.0,North Star Solar LLC,S0341,North Star Solar,CA,61.6,157141.0,pv
3412,2017.0,Not Available,S9100,Norvartis Pharmaceuticals Corp,CA,1.0,1670.0,pv
3413,2017.0,Blythe Solar 110 LLC,S0601,NRG Blythe Solar II LLC,CA,20.0,46294.0,pv
3414,2017.0,Clearway Energy,S0238,NRG Solar Borrego I,CA,26.0,69024.0,pv
3415,2017.0,NRG Solar Community I LLC,S0296,NRG Solar Community I LLC (SDSU Solar),CA,5.7,13640.0,pv
3416,2017.0,Not Available,S9170,Oakley Solar Project,CA,1.5,2287.0,pv
3417,2017.0,Clearway Energy,S0338,Oasis Solar,CA,20.0,57910.0,pv
3418,2017.0,Not Available,S9156,Occidental College Solar Project,CA,1.1,2001.0,pv
3419,2017.0,Not Available,S9081,Ohlone Community College District,CA,1.0,1622.0,pv
3420,2017.0,Not Available,S9126,Olam West Coast,CA,1.4,2192.0,pv
3421,2017.0,Onward Energy,S0316,Old River One LLC,CA,20.0,51117.0,pv
3422,2017.0,Not Available,S0641,One Ten Partners,CA,2.0,1312.0,pv
3423,2017.0,Longroad Energy,S0306,Orion 1 Solar,CA,12.4,29895.0,pv
3424,2017.0,Longroad Energy,S0307,Orion 2 Solar,CA,8.0,19782.0,pv
3425,2017.0,Not Available,S9133,Oro Loma Sanitary District,CA,1.5,2449.0,pv
3426,2017.0,S-Power (Sustainable Power Group),S9280,Otoe Solar Power Generation Station 1,CA,1.5,3521.0,pv
3427,2017.0,Longroad Energy,S0363,Palm Springs SD - Cathedral City HS,CA,1.0,1677.0,pv
3428,2017.0,Longroad Energy,S0365,Palm Springs SD - Palm Springs HS,CA,1.0,1667.0,pv
3429,2017.0,Longroad Energy,S0367,Palm Springs SD - Rancho Mirage HS,CA,1.0,1772.0,pv
3430,2017.0,CED California Holdings LLC,S0635,Panoche Valley Solar,CA,240.0,9999.0,pv
3431,2017.0,Not Available,S9011,Paramount Farms Inc.,CA,1.0,1622.0,pv
3432,2017.0,Not Available,S9265,Parducci 2MW PV Project (3) (2012 PV RFO - 1),CA,2.0,3504.0,pv
3433,2017.0,Kona Solar LLC,S0441,Park Meridian,CA,1.5,3012.0,pv
3434,2017.0,Not Available,S0361,Patton State Hospital II,CA,1.0,1750.0,pv
3435,2017.0,SunPower Capital Services,S0543,Pearblossom Solar,CA,9.5,26463.0,pv
3436,2017.0,Not Available,S9043,Peralta Community College Dist,CA,1.0,1622.0,pv
3437,2017.0,Not Available,S9307,Petaluma Solar Millennium Fund LLC_(Petaluma Solar #1101),CA,1.5,1971.0,pv
3438,2017.0,Not Available,S9308,Petaluma Solar Millennium Fund LLC_(Petaluma Solar #1102),CA,1.5,1971.0,pv
3439,2017.0,Not Available,S0442,Pico Rivera,CA,0.9,1598.0,pv
3440,2017.0,Los Angeles Community College District,S0181,Pierce College LACCD,CA,2.1,3679.0,pv
3441,2017.0,Los Angeles Department of Water & Power (LADWP),S9160,Pine Tree Solar Project,CA,8.5,14733.0,pv
3442,2017.0,Not Available,S0349,Pleasant Valley State Prison,CA,1.2,2979.0,pv
3443,2017.0,Sacramento PV Energy LLC,S0154,Point Pleasant (Lawrence Solar Farm),CA,1.0,1480.0,pv
3444,2017.0,Not Available,S9070,Pokka Bottling,CA,1.0,1622.0,pv
3445,2017.0,Not Available,S9042,Pollution Control Monterey Reg'l Water,CA,1.0,1622.0,pv
3446,2017.0,Port of Los Angeles,S0142,Port of Los Angeles Berth 93,CA,1.1,1927.0,pv
3447,2017.0,Not Available,S9030,Port of Oakland,CA,1.0,1622.0,pv
3448,2017.0,D. E. Shaw,S0597,"Portal Ridge B, LLC",CA,20.0,49189.0,pv
3449,2017.0,D. E. Shaw,S0598,"Portal Ridge C, LLC",CA,11.4,23671.0,pv
3450,2017.0,Tulare PV I LLC,S0151,Porterville Solar,CA,3.5,6714.0,pv
3451,2017.0,Not Available,S9019,Power Agency Northern CA,CA,1.0,1622.0,pv
3452,2017.0,Not Available,S9051,Power Agency Northern California,CA,1.0,1622.0,pv
3453,2017.0,S-Power (Sustainable Power Group),S9281,Powhatan Solar Power Generation Station 1,CA,1.5,4350.0,pv
3454,2017.0,Not Available,S9044,Primex Farms LLC,CA,1.0,1622.0,pv
3455,2017.0,Not Available,S9294,Pristine Sun Fund 1 LLC_(2056_Jardine),CA,1.0,1314.0,pv
3456,2017.0,Not Available,S9296,Pristine Sun Fund 1 LLC_(2059_Scherz),CA,0.8,985.0,pv
3457,2017.0,Not Available,S9184,Pristine Sun Fund 1 LLC_(2094_Buzzelle),CA,1.3,1642.0,pv
3458,2017.0,Not Available,S9183,Pristine Sun Fund 1 LLC_(2125_Jarvis),CA,1.0,1314.0,pv
3459,2017.0,Pristine Sun LLC,S9310,Pristine Sun Fund 1 LLC_(2127_Harris),CA,1.3,2646.0,pv
3460,2017.0,Not Available,S9267,Pristine Sun Fund 10 Fresno PGE LLC_(2097_Helton),CA,1.5,3626.0,pv
3461,2017.0,Not Available,S9190,Pristine Sun Fund 10 Fresno PGE LLC_(2102_Christensen),CA,1.0,1314.0,pv
3462,2017.0,Not Available,S9317,Pristine Sun Fund 5 LLC_(2020_Rolf),CA,0.5,657.0,pv
3463,2017.0,Not Available,S9312,Pristine Sun Fund 5 LLC_(2021_Doran),CA,1.5,1971.0,pv
3464,2017.0,Not Available,S9315,Pristine Sun Fund 5 LLC_(2039_Flournoy),CA,1.0,1314.0,pv
3465,2017.0,Not Available,S9313,Pristine Sun Fund 5 LLC_(2040_Alvares),CA,1.5,1971.0,pv
3466,2017.0,Not Available,S9319,Pristine Sun Fund 5 LLC_(2041_Alvares),CA,0.3,328.0,pv
3467,2017.0,Not Available,S9318,Pristine Sun Fund 5 LLC_(2065_Rogers),CA,0.5,657.0,pv
3468,2017.0,Not Available,S9302,Pristine Sun Fund 5 LLC_(2113_Fritzjarrell),CA,1.0,1314.0,pv
3469,2017.0,Not Available,S9314,Pristine Sun Fund 5 LLC_(2119_Lvvorn),CA,1.0,1314.0,pv
3470,2017.0,Not Available,S9316,Pristine Sun Fund 5 LLC_(2158_Stroing),CA,0.8,985.0,pv
3471,2017.0,Not Available,S9185,Pristine Sun Fund 6 Butte PGE LLC_(2096_Cotton),CA,1.0,1314.0,pv
3472,2017.0,Not Available,S9186,Pristine Sun Fund 6 Butte PGE LLC_(2129_Ballard),CA,1.0,1314.0,pv
3473,2017.0,Not Available,S9298,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2050_Gomez),CA,0.5,657.0,pv
3474,2017.0,Not Available,S9293,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2052_Cossa),CA,1.5,1971.0,pv
3475,2017.0,Not Available,S9299,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2053_Pisciotta),CA,0.3,328.0,pv
3476,2017.0,Not Available,S9297,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2103_Hill),CA,0.8,985.0,pv
3477,2017.0,Not Available,S9295,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2163_Bray),CA,1.0,1314.0,pv
3478,2017.0,Not Available,S9311,Pristine Sun Fund 8 Sutter PGE LLC_(2179_Smotherman),CA,0.5,657.0,pv
3479,2017.0,Longroad Energy,S0368,Procter & Gamble - Oxnard,CA,1.0,1814.0,pv
3480,2017.0,Duke Energy Renewables,S9416,Pumpjack Solar 1 PV,CA,20.0,49686.0,pv
3481,2017.0,Not Available,S9404,Putah Creek Solar Farm,CA,2.0,4757.0,pv
3482,2017.0,CD Arevon USA Inc.,S0443,Quinto Solar PV Project,CA,108.0,282021.0,pv
3483,2017.0,Not Available,S9206,Rachel Energy LLC,CA,1.5,2628.0,pv
3484,2017.0,QE - Foresight Group US,S0261,Radiance Solar 4,CA,1.5,3401.0,pv
3485,2017.0,QE - Foresight Group US,S0262,Radiance Solar 5,CA,1.5,3384.0,pv
3486,2017.0,Sol Orchard,S0305,Ramona 1 & 2,CA,7.5,12172.0,pv
3487,2017.0,San Diego Gas & Electric,S0634,Ramona Solar Energy Facility,CA,4.9,185.0,pv
3488,2017.0,Kona Solar LLC,S0446,Rancho Cucamonga Distribution #1,CA,1.8,3416.0,pv
3489,2017.0,D. E. Shaw,S0602,Rancho Seco Solar,CA,10.9,23680.0,pv
3490,2017.0,Recurrent Energy LLC,S0536,RE Astoria,CA,100.0,270963.0,pv
3491,2017.0,Recurrent Energy LLC,S0537,RE Astoria 2,CA,75.0,211397.0,pv
3492,2017.0,Recurrent Energy LLC,S0530,RE Barren Ridge 1,CA,60.0,177968.0,pv
3493,2017.0,Canadian Solar,S0284,RE Bruceville Solar 1,CA,5.0,11160.0,pv
3494,2017.0,Canadian Solar,S0285,RE Bruceville Solar 2,CA,5.0,11936.0,pv
3495,2017.0,Canadian Solar,S0286,RE Bruceville Solar 3,CA,5.0,10797.0,pv
3496,2017.0,Goldman Sachs,S0294,RE Columbia 3,CA,10.0,25248.0,pv
3497,2017.0,Canadian Solar,S0280,RE Dillard Road 1,CA,3.0,6834.0,pv
3498,2017.0,Canadian Solar,S0281,RE Dillard Road 2,CA,3.0,6808.0,pv
3499,2017.0,Canadian Solar,S0282,RE Dillard Road 3,CA,3.0,6820.0,pv
3500,2017.0,Canadian Solar,S0283,RE Dillard Road 4,CA,0.4,835.0,pv
3501,2017.0,Canadian Solar,S0205,RE Kammerer Road 1,CA,5.0,11158.0,pv
3502,2017.0,Canadian Solar,S0206,RE Kammerer Road 2,CA,5.0,11373.0,pv
3503,2017.0,Canadian Solar,S0207,RE Kammerer Road 3,CA,5.0,11550.0,pv
3504,2017.0,Canadian Solar,S0211,RE McKenzie 1,CA,5.0,11848.0,pv
3505,2017.0,Canadian Solar,S0212,RE McKenzie 2,CA,5.0,11932.0,pv
3506,2017.0,Canadian Solar,S0213,RE McKenzie 3,CA,5.0,11330.0,pv
3507,2017.0,Canadian Solar,S0214,RE McKenzie 4,CA,5.0,11814.0,pv
3508,2017.0,Canadian Solar,S0215,RE McKenzie 5,CA,5.0,11005.0,pv
3509,2017.0,Canadian Solar,S0216,RE McKenzie 6,CA,5.0,12019.0,pv
3510,2017.0,Kaiser Permanente,S0220,RE Mohican,CA,1.0,1133.0,pv
3511,2017.0,Recurrent Energy LLC,S0533,RE Mustang,CA,30.0,79971.0,pv
3512,2017.0,Recurrent Energy LLC,S0534,RE Mustang 3,CA,40.0,105078.0,pv
3513,2017.0,Recurrent Energy LLC,S0535,RE Mustang 4,CA,30.0,79784.0,pv
3514,2017.0,PureGen Power,S0222,RE North Face,CA,1.0,536.0,pv
3515,2017.0,Canadian Solar,S0278,RE Rio Grande,CA,5.0,11718.0,pv
3516,2017.0,Goldman Sachs,S0288,RE Rosamond One,CA,20.0,57674.0,pv
3517,2017.0,Goldman Sachs,S0287,RE Rosamond Two,CA,20.0,49495.0,pv
3518,2017.0,Goldman Sachs,S0279,RE Victor Phelan Solar One,CA,17.5,47221.0,pv
3519,2017.0,S-Power (Sustainable Power Group),S0431,Redcrest Solar Farm,CA,16.7,40378.0,pv
3520,2017.0,Not Available,S0652,Redwood Solar Farm 4,CA,20.0,380.0,pv
3521,2017.0,Not Available,S0321,Regulus Solar,CA,60.0,154493.0,pv
3522,2017.0,Not Available,S9007,Rice Mill Inc. Far West,CA,1.0,1622.0,pv
3523,2017.0,Duke Energy Renewables,S0565,Rio Bravo Solar I LLC (Pumpjack Solar2),CA,20.0,53793.0,pv
3524,2017.0,Duke Energy Renewables,S0547,Rio Bravo Solar II (PMPJCK),CA,20.0,53601.0,pv
3525,2017.0,Tesla Inc.,S0627,Rite Aid - Lancaster,CA,1.1,2495.0,pv
3526,2017.0,South San Joaquin Irr District,S0120,Robert O. Schulz Solar Farm #1 and #2,CA,1.4,2857.0,pv
3527,2017.0,Not Available,S9242,Rodeo Solar A2 LLC,CA,1.5,2628.0,pv
3528,2017.0,Not Available,S9243,Rodeo Solar B2 LLC,CA,1.5,2628.0,pv
3529,2017.0,S-Power (Sustainable Power Group),S9244,Rodeo Solar C2 LLC,CA,1.5,3779.0,pv
3530,2017.0,S-Power (Sustainable Power Group),S9245,Rodeo Solar D2 LLC,CA,1.5,3774.0,pv
3531,2017.0,Not Available,S9120,Roplast Industries Inc.,CA,1.2,2019.0,pv
3532,2017.0,SunPower Capital Services,S0569,Rosamond West Solar 1 (Stanford Solar),CA,54.0,151784.0,pv
3533,2017.0,SunPower Capital Services,S0570,Rosamond West Solar 2 (TID Solar),CA,54.0,150027.0,pv
3534,2017.0,Not Available,S9266,Ruddick-2 2MW PV Project (4) (2012 PV RFO - 1),CA,2.0,3504.0,pv
3535,2017.0,Not Available,S9000,Ruiz Foods,CA,1.0,1752.0,pv
3536,2017.0,Not Available,S9071,Salinas Valley Memorial Hospital,CA,1.0,1622.0,pv
3537,2017.0,Bay4 Energy Services LLC,S0304,San Benito Smart Park,CA,1.5,3539.0,pv
3538,2017.0,Longroad Energy,S0378,San Diego - Alta Rd. EMDF Canopy,CA,1.0,1644.0,pv
3539,2017.0,San Diego City of,S0401,San Diego City Regional Airport Authority,CA,1.6,2803.0,pv
3540,2017.0,Not Available,S9119,San Francisco State University,CA,1.2,2011.0,pv
3541,2017.0,Not Available,S9127,San Jose Evergreen Community College,CA,1.4,2237.0,pv
3542,2017.0,Not Available,S9054,San Miguel Winery,CA,1.0,1622.0,pv
3543,2017.0,Eurus Energy America Corporation,S0131,Sand Drag,CA,19.0,33935.0,pv
3544,2017.0,Not Available,S9246,Sandra Energy LLC,CA,1.5,2628.0,pv
3545,2017.0,Tesla Inc.,S0632,Sanger USD Sanger High School,CA,1.1,1309.0,pv
3546,2017.0,Longroad Energy,S0379,SCE - Corona,CA,1.0,1801.0,pv
3547,2017.0,Not Available,S9155,Sepulveda Ambulatory Care Center,CA,4.0,7008.0,pv
3548,2017.0,X-Elio North America Inc.,S0163,SEPV 1 (Gestamp - GASNA),CA,2.0,4947.0,pv
3549,2017.0,S-Power (Sustainable Power Group),S0557,SEPV 18 - Palmdale 18,CA,1.5,5703.0,pv
3550,2017.0,X-Elio North America Inc.,S0164,SEPV 2 (Gestamp - GASNA),CA,2.0,4350.0,pv
3551,2017.0,S-Power (Sustainable Power Group),S0550,SEPV Mojave West,CA,20.0,57113.0,pv
3552,2017.0,S-Power (Sustainable Power Group),S0415,SEPV Palmdale East LLC,CA,10.0,24453.0,pv
3553,2017.0,Not Available,S9207,Sequoia (Bena C),CA,1.5,2628.0,pv
3554,2017.0,Coronal Group LLC,S0517,Sequoia PV2,CA,3.0,5791.0,pv
3555,2017.0,Coronal Group LLC,S0518,Sequoia PV3,CA,3.0,5852.0,pv
3556,2017.0,Not Available,S9036,Services Inc. #345 Ikea Distribution,CA,1.0,1622.0,pv
3557,2017.0,Duke Energy Renewables,S0408,Seville Solar One,CA,20.0,61732.0,pv
3558,2017.0,Duke Energy Renewables,S0409,Seville Solar Two,CA,30.0,92065.0,pv
3559,2017.0,NextEra Energy Resources LLC,S0330,Shafter Solar LLC,CA,20.0,52359.0,pv
3560,2017.0,Not Available,S9002,Shasta College,CA,1.0,1620.0,pv
3561,2017.0,Not Available,S9092,Siemens Industry Inc.,CA,1.0,1624.0,pv
3562,2017.0,S-Power (Sustainable Power Group),S0432,Sierra Solar Greenworks LLC,CA,20.0,44033.0,pv
3563,2017.0,Not Available,S9174,Silver Ridge Mount Signal (Imperial Valley Solar 1),CA,200.0,510086.0,pv
3564,2017.0,Not Available,S0351,Snowline - Duncan Road (North),CA,1.5,4003.0,pv
3565,2017.0,Not Available,S0352,Snowline - Duncan Road (South),CA,1.0,2521.0,pv
3566,2017.0,Not Available,S0355,Snowline - White Road (Central),CA,1.5,3948.0,pv
3567,2017.0,Not Available,S0353,Snowline - White Road (North),CA,1.5,4045.0,pv
3568,2017.0,Not Available,S0354,Snowline - White Road (South),CA,1.5,4084.0,pv
3569,2017.0,"BHE Renewables, LLC",S0252,Solar Star I (MidAmerican),CA,318.0,905620.0,pv
3570,2017.0,"BHE Renewables, LLC",S0253,Solar Star II (MidAmerican),CA,279.0,768252.0,pv
3571,2017.0,Not Available,S0374,Soledad,CA,1.0,2363.0,pv
3572,2017.0,Not Available,S0360,SolFocus - Victor Valley Community College,CA,1.3,2190.0,pv
3573,2017.0,S-Power (Sustainable Power Group),S0558,Solverde 1,CA,85.0,223268.0,pv
3574,2017.0,Southern Power Company,S0326,Sonora Solar Facility,CA,50.0,135440.0,pv
3575,2017.0,Not Available,S9208,South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1),CA,10.0,22239.0,pv
3576,2017.0,Not Available,S9140,Southeast Wastwater Treatment Plant/CCSF,CA,2.0,3243.0,pv
3577,2017.0,Southwestern Community College,S0399,Southwestern Community College,CA,1.1,1996.0,pv
3578,2017.0,Not Available,S9151,Spansion LLC,CA,3.0,4865.0,pv
3579,2017.0,62SK 8MW LLC,S0603,Springbok Solar Farm 1,CA,105.0,299242.0,pv
3580,2017.0,62SK 8MW LLC,S0604,Springbok Solar Farm 2,CA,155.0,417617.0,pv
3581,2017.0,Southern California Edison (SCE),S0118,SPVP002 Chino Rooftop Solar,CA,1.2,642.0,pv
3582,2017.0,Southern California Edison (SCE),S0128,SPVP003 Rialto,CA,1.2,1147.0,pv
3583,2017.0,Southern California Edison (SCE),S0158,SPVP005 Redlands,CA,3.4,4231.0,pv
3584,2017.0,Southern California Edison (SCE),S0136,SPVP006 Ontario,CA,2.5,3732.0,pv
3585,2017.0,Southern California Edison (SCE),S0185,SPVP007 Redlands,CA,3.2,4143.0,pv
3586,2017.0,Southern California Edison (SCE),S0186,SPVP008 Ontario,CA,2.8,3519.0,pv
3587,2017.0,Southern California Edison (SCE),S0187,SPVP009 Ontario,CA,1.4,1747.0,pv
3588,2017.0,Southern California Edison (SCE),S0188,SPVP010 Fontana (Etiwanda),CA,2.3,1624.0,pv
3589,2017.0,Southern California Edison (SCE),S0189,SPVP011 Redlands RDC 4,CA,5.0,6203.0,pv
3590,2017.0,Southern California Edison (SCE),S9167,SPVP012 Ontario,CA,0.5,696.0,pv
